image_a,image_b,label,transformation,pair_type,clip_score,cnn_score,final_score,prediction,correct
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0162_168322.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0163_129216_crop.jpg,not_plagiarized,crop,negative,0.703750,0.227522,0.275145,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0163_129216.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0163_129216_crop.jpg,plagiarized,crop,positive,0.954471,0.934375,0.936384,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0163_129216.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0164_149101_crop.jpg,not_plagiarized,crop,negative,0.753735,0.210162,0.264520,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0164_149101.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0164_149101_crop.jpg,plagiarized,crop,positive,0.977203,0.904284,0.911576,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0164_149101.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0165_135336_crop.jpg,not_plagiarized,crop,negative,0.538646,0.283413,0.308936,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0165_135336.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0165_135336_crop.jpg,plagiarized,crop,positive,0.976421,0.919142,0.924870,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0165_135336.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0166_112876_crop.jpg,not_plagiarized,crop,negative,0.598456,0.094955,0.145305,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0166_112876.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0166_112876_crop.jpg,plagiarized,crop,positive,0.985857,0.938600,0.943326,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0166_112876.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0167_141644_crop.jpg,not_plagiarized,crop,negative,0.666723,0.183481,0.231805,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0167_141644.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0167_141644_crop.jpg,plagiarized,crop,positive,0.960543,0.946950,0.948310,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0167_141644.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0168_122979_crop.jpg,not_plagiarized,crop,negative,0.667754,0.140600,0.193316,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0168_122979.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0168_122979_crop.jpg,plagiarized,crop,positive,0.962115,0.894732,0.901470,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0168_122979.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0169_147084_crop.jpg,not_plagiarized,crop,negative,0.771266,0.278730,0.327984,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0169_147084.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0169_147084_crop.jpg,plagiarized,crop,positive,0.985781,0.965122,0.967188,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0169_147084.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0170_137298_crop.jpg,not_plagiarized,crop,negative,0.640481,0.071346,0.128260,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0170_137298.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0170_137298_crop.jpg,plagiarized,crop,positive,0.969215,0.927812,0.931952,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0170_137298.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0171_147480_crop.jpg,not_plagiarized,crop,negative,0.596812,0.040251,0.095907,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0171_147480.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0171_147480_crop.jpg,plagiarized,crop,positive,0.970229,0.928219,0.932420,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0171_147480.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0172_147155_crop.jpg,not_plagiarized,crop,negative,0.757815,0.261570,0.311195,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0172_147155.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0172_147155_crop.jpg,plagiarized,crop,positive,0.972293,0.962370,0.963363,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0172_147155.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0173_136680_crop.jpg,not_plagiarized,crop,negative,0.562967,0.331441,0.354594,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0173_136680.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0173_136680_crop.jpg,plagiarized,crop,positive,0.965594,0.913620,0.918817,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0173_136680.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0174_135185_crop.jpg,not_plagiarized,crop,negative,0.586783,0.229689,0.265398,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0174_135185.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0174_135185_crop.jpg,plagiarized,crop,positive,0.965907,0.885121,0.893200,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0174_135185.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0175_152017_crop.jpg,not_plagiarized,crop,negative,0.640273,0.079275,0.135375,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0175_152017.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0175_152017_crop.jpg,plagiarized,crop,positive,0.976219,0.951260,0.953756,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0175_152017.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0176_121188_crop.jpg,not_plagiarized,crop,negative,0.500960,0.210796,0.239812,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0176_121188.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0176_121188_crop.jpg,plagiarized,crop,positive,0.974520,0.908373,0.914988,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0176_121188.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0177_123168_crop.jpg,not_plagiarized,crop,negative,0.649136,0.382218,0.408910,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0177_123168.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0177_123168_crop.jpg,plagiarized,crop,positive,0.943771,0.810386,0.823725,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0177_123168.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0178_141935_crop.jpg,not_plagiarized,crop,negative,0.488852,0.410092,0.417968,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0178_141935.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0178_141935_crop.jpg,plagiarized,crop,positive,0.964694,0.875406,0.884335,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0178_141935.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0179_136217_crop.jpg,not_plagiarized,crop,negative,0.591417,0.489630,0.499809,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0179_136217.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0179_136217_crop.jpg,plagiarized,crop,positive,0.945445,0.879263,0.885881,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0179_136217.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0180_135420_crop.jpg,not_plagiarized,crop,negative,0.628024,0.092540,0.146088,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0180_135420.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0180_135420_crop.jpg,plagiarized,crop,positive,0.981140,0.902748,0.910588,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0180_135420.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0181_130939_crop.jpg,not_plagiarized,crop,negative,0.724617,0.316240,0.357077,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0181_130939.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0181_130939_crop.jpg,plagiarized,crop,positive,0.973435,0.909271,0.915688,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0181_130939.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0182_144495_crop.jpg,not_plagiarized,crop,negative,0.784582,0.421124,0.457469,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0182_144495.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0182_144495_crop.jpg,plagiarized,crop,positive,0.970994,0.924406,0.929065,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0182_144495.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0183_161427_crop.jpg,not_plagiarized,crop,negative,0.781660,0.374234,0.414976,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0183_161427.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0183_161427_crop.jpg,plagiarized,crop,positive,0.964339,0.909246,0.914755,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0183_161427.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0184_144961_crop.jpg,not_plagiarized,crop,negative,0.628329,0.128669,0.178635,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0184_144961.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0184_144961_crop.jpg,plagiarized,crop,positive,0.979472,0.917312,0.923528,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0184_144961.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0185_114684_crop.jpg,not_plagiarized,crop,negative,0.604911,0.165190,0.209162,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0185_114684.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0185_114684_crop.jpg,plagiarized,crop,positive,0.980627,0.923671,0.929367,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0185_114684.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0186_147519_crop.jpg,not_plagiarized,crop,negative,0.542866,0.128915,0.170310,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0186_147519.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0186_147519_crop.jpg,plagiarized,crop,positive,0.979326,0.938778,0.942833,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0186_147519.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0187_119326_crop.jpg,not_plagiarized,crop,negative,0.636640,0.252621,0.291023,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0187_119326.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0187_119326_crop.jpg,plagiarized,crop,positive,0.985157,0.964872,0.966900,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0187_119326.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0188_144280_crop.jpg,not_plagiarized,crop,negative,0.717117,0.255910,0.302031,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0188_144280.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0188_144280_crop.jpg,plagiarized,crop,positive,0.977577,0.956767,0.958848,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0188_144280.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0189_142298_crop.jpg,not_plagiarized,crop,negative,0.584904,0.210269,0.247733,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0189_142298.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0189_142298_crop.jpg,plagiarized,crop,positive,0.965459,0.889204,0.896830,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0189_142298.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0190_129300_crop.jpg,not_plagiarized,crop,negative,0.605990,0.293003,0.324302,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0190_129300.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0190_129300_crop.jpg,plagiarized,crop,positive,0.977663,0.881954,0.891525,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0190_129300.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0191_93992_crop.jpg,not_plagiarized,crop,negative,0.531265,0.169966,0.206096,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0191_93992.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0191_93992_crop.jpg,plagiarized,crop,positive,0.984216,0.909864,0.917299,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0191_93992.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0192_145473_crop.jpg,not_plagiarized,crop,negative,0.678632,0.134490,0.188904,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0192_145473.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0192_145473_crop.jpg,plagiarized,crop,positive,0.964159,0.842143,0.854345,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0192_145473.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0193_130360_crop.jpg,not_plagiarized,crop,negative,0.618677,0.135200,0.183548,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0193_130360.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0193_130360_crop.jpg,plagiarized,crop,positive,0.978036,0.945996,0.949200,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0193_130360.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0194_165154_crop.jpg,not_plagiarized,crop,negative,0.717188,0.517767,0.537709,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0194_165154.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0194_165154_crop.jpg,plagiarized,crop,positive,0.969653,0.907894,0.914070,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0194_165154.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0195_125101_crop.jpg,not_plagiarized,crop,negative,0.741252,0.574301,0.590996,not_plagiarized,True
